,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
581,tt0100889,"genua, 3rd october 1985. together with over 500 other passengers margot and pierre bergeron, a married couple from france, the serafinis, an italian family, anne higgins, an englishwoman, gitta and helmut holzer from germany and an american couple called marilyn and leon klinghoffer board the 'achille lauro'. the mood is cheerful and relaxed, everyone is looking forward to twelve days of sun, sea and peace. no one suspects that there are four palestinian terrorists among the passengers: al assadi, fatayer, al ashker and molqi, their leader. the ship puts to sea in perfect weather. three marvellous days follow. everyone appears to be happy and contented. but in the case of some of the passengers appearances are deceiving. marilyn klinghoffer, for example, only pretends to her crippled husband that she is well and happy; in reality she is seriously ill with cancer and knows that this will be her last voyage. she does not want to upset her husband, however. a crisis is brewing between the bergerons: pierre is a cold hearted cynic who finds fault with everything and everybody, particularly his wife. divorce is in the air. only gitta and helmut holzer, the two young germans, who have won the trip in a competition, are really enjoying themselves; it is their first voyage and they are as happy as larks. gitta is in an advanced stage of pregnancy. while the passengers are enjoying themselves on board, the four terrorists have locked themselves into their cabin. only molqi knows of the plan to seize the ship, the other three believe they are on their way to take part in a suicide mission in israel. on 7th october about l00 passengers leave the ship in port said to take part in an expedition to the pyramids. among them is margot bergeron, who has left her husband on board in a rage, and luciano and carla serafini, who have left their two children on board in the care of their grandmother. the klinghoffers and the holzers have changed their minds and decided to stay on board after all. meanwhile molqi has received his last orders concerning the seizure of the ship by means of a telephone message from khaled, who, as it later turns out, is in reality abu abbas, the palestinian leader and confidant of arafat. in the cabin molqi makes his three friends believe the cabin steward has discovered their weapons. he pretends that they can therefore not continue their voyage to israel but must seize the ship. the three are horrified this was not what they had planned but finally they allow molqi to convince them that they have no alternative. the kidnapping begins. with a volley of shots the terrorists storm the bridge and the restaurant where all the passengers have assembled for lunch. all, that is, except anne higgins, the englishwoman, who spends the days of the kidnapping hidden in the bathroom of her cabin. the passengers are filled with fear and horror, only leon klinghoffer, the cripple, does not allow himself to be intimidated and comments on the nightmarish situation with black humour. meanwhile, the ship' s captain transmits radio messages to inform the world about the seizure of his ship and the pirates' demands. fifty palestinians must be freed from israeli prisons before the terrorists are prepared to surrender the ship. there is hectic activity in rome, washington, cairo, tel aviv, bonn, london and paris. aeroplanes are deployed over the mediterranean to search for the vanished ship, the ambassadors of the countries involved meet in cairo, radio messages with orders are transmitted back and forth. while the ship is approaching the syrian coast, american, israeli and british passengers are separated from the others. fear continues to grow. when finally the syrian port of tartous appears on the horizon, the end of the kidnapping seems to be in sight. the terrorists assure the passengers that everything will soon be over. hopes for a happy end grow stronger. but suddenly molqi appears. he forces the american, israeli and british hostages to leave the hall and go onto the top deck of the ship. the passengers from the usa, israel and england are huddled together on the top deck, the sides of which slope down without a railing. one false move and they will land in the water... only leon klinghoffer remains on a lower deck, alone in his wheelchair. the terrorists do not suspect that the radio messages molqi has been exchanging with the syrian government have been overheard from a plane: the syrian government will not let the terrorists land and refuses to conduct negotiations on their behalf. the plan seems to have failed. molqi threatens to kill one of the passengers if his conditions are not fulfilled. shortly after this molqi approaches leon klinghoffer by himself. he pushes the american round the deck in his wheelchair and finally kills him. the other terrorists are horrified at the murder. when the hostages are allowed to leave the top deck klinghoffer's wife goes to look for her husband, but she is told that although he is in the ship' s hospital and well, she is not allowed to see him. the ship sets course for libya, but here, too, she is sent away again. all the arab countries have meanwhile dissociated themselves from the kidnapping, the pirates are alone with their terrible crime. even arafat, the leader of the palestinians, wants nothing to do with the kidnappers. he does, however, send his second in command to cairo to negotiate with the terrorists and persuade them to surrender peacefully. this second in command is abu abbas, the man with whom molqi is in constant radio contact. meanwhile it is rumoured among the passengers that leon klinghoffer has been murdered. but molqi still compells the ship's captain to deny that klinghoffer is dead. even abu abbas, who has ordered molqi to return to port said and is now the official mediator, is told by the captain acting on molqi's orders  that no lives have been lost on the ship. for only if all the passengers remain unharmed are the ambassadors of the countries involved prepared to comply with abbas's demand that the terrorists be surrendered to the palestinians, who will then bring charges against them themselves. besides this, the ambassadors must agree not to extradite the terrorists to any of the countries concerned. molqi and the other terrorists meanwhile realize that the seizure of the ship has failed and that there is no chance that they will be able to force the israelis to let the imprisoned palestinians go free. when abu abbas orders them to apologize to the passengers, they obey him. the passengers, too, have now heard that the kidnapping is over. they are relieved and happy, and so far no one knows for sure that leon klinghoffer is dead. when a ship belonging to the egyptian secret service comes to pick up the terrorists, they leave the 'achille lauro'. the nightmare is over. only now does marilyn klinghoffer learn that her husband has been murdered. in spite of the agreement stipulating that the pirates are not to be extradited, the american ambassador, feeling that he has been misled by abu abbas, promises mrs. klinghoffer to do everything in his power to have the terrorists tried by an american court. while the passengers are recovering from the strain they have gone through and are being taken home, the american secret service listens in on a radio message saying when the pirates are to be flown out of egypt. a plan is concocted. on 12th octoberr the boeing with the pirates and abu abbas on board is forced by two american military machines to land on the nato base in sicily. in spite of the americans ' demand that the kidnappers be handed over to them, they are after lengthy political disputes surrendered to the italian authorities, where they are identified by marilyn klinghoffer. abu abbas remains at large. the kidnappers are tried in italy and sentenced to between l5and30 years imprisonment.","[0.6770426, 0.23496293, 0.0879945]",0,"[0.7348358, 0.15865462, 0.1065096]",0,"[0.77910167, 0.121979244, 0.09891912]",0,"[0.75830287, 0.11902972, 0.122667454]",0,"[0.7765918, 0.11861043, 0.10479778]",0,"[0.7782143, 0.115789376, 0.105996355]",0
582,tt0094826,"a full length adaptation, originally staged as a play, of the court martial segment from the novel the caine mutiny.","[0.48667482, 0.4898984, 0.023426741]",1,"[0.29000103, 0.6925424, 0.017456591]",1,"[0.47452697, 0.4332484, 0.09222464]",0,"[0.26039252, 0.7149691, 0.024638433]",1,"[0.9561194, 0.02009633, 0.02378427]",0,"[0.7342217, 0.19298097, 0.07279735]",0
583,tt0106941,"doug is a young man who works all day as a concierge at a luxurious hotel, saving money to make his own business. unfortunately, when he finds the financial supporter he needs, he discovers that his saviour is having an affair with the woman he loves! now, he must choose between money and love...","[0.36913827, 0.61460924, 0.016252514]",1,"[0.17315432, 0.8136605, 0.013185153]",1,"[0.37126368, 0.60976315, 0.01897319]",1,"[0.16338341, 0.7913618, 0.045254763]",1,"[0.5232089, 0.45302755, 0.02376354]",0,"[0.47668153, 0.50176424, 0.021554261]",1
584,tt0099311,"the early life of the future baseball star is told here. jackie robinson was a young college student and athlete who learned never to take racist attacks lying down. this eventually gets him into trouble when he is drafted in world war ii and assigned to a texas training camp deep in the racist south. the film climaxes when jackie robinson must face a court martial for insubordination when he refused to go to the back of the bus when the white bus driver ordered him, knowing that he was in his rights to do so.","[0.18359762, 0.80339277, 0.013009619]",1,"[0.2873432, 0.6960418, 0.016614981]",1,"[0.32687008, 0.63001734, 0.04311256]",1,"[0.21176082, 0.7597841, 0.028455108]",1,"[0.7765372, 0.1949768, 0.028486058]",0,"[0.35714173, 0.61384034, 0.029017944]",1
585,tt0085404,"the frightening story of the weeks leading up to and following a nuclear strike on the united states. the bulk of the activity centers around the town of lawrence, kansas.","[0.29217333, 0.6871195, 0.020707224]",1,"[0.13103072, 0.8536432, 0.015326142]",1,"[0.114433356, 0.85586214, 0.029704528]",1,"[0.17214467, 0.8077532, 0.020102156]",1,"[0.77225703, 0.20372614, 0.024016863]",0,"[0.31458572, 0.6541294, 0.03128493]",1
586,tt0106826,"follows the story of ernest green, one of the little rock nine who were the first blacks to integrate into an all white school.","[0.5883923, 0.38821778, 0.023389963]",0,"[0.33071017, 0.65131205, 0.017977826]",1,"[0.54810095, 0.3857653, 0.06613375]",0,"[0.32159066, 0.6524273, 0.025982037]",1,"[0.86302507, 0.10651892, 0.030456034]",0,"[0.81829184, 0.09994696, 0.0817612]",0
587,tt0099528,"lt. kinderman and father dyer cheer each other up on the anniversary of the death of their mutual friend, father damien karras, by going to see it's a wonderful life at the local theater in georgetown, near washington d.c. but there's no cheering kinderman while a particularly cruel and gruesome serial killer is at large. his murders, which involve torture, decapitation and the desecration of religious icons, is bad enough; but they also resemble those of the gemini killer, who has been dead for fifteen years.","[0.054746285, 0.9272158, 0.01803793]",1,"[0.055552095, 0.92476285, 0.019685]",1,"[0.08308584, 0.85126215, 0.06565196]",1,"[0.091584355, 0.8403851, 0.068030566]",1,"[0.17371704, 0.7939652, 0.0323177]",1,"[0.06671423, 0.9019281, 0.031357635]",1
588,tt1942995,three teams of 2 people are put to the test to see if they can escape elaborate traps and mazes without being caught. the first team to win gets a cash prize. sites to escape include an ...,"[0.6279916, 0.023819465, 0.348189]",0,"[0.4952941, 0.029262329, 0.4754436]",0,"[0.44212618, 0.022884963, 0.5349888]",2,"[0.30946368, 0.02669411, 0.6638422]",2,"[0.61150527, 0.017876947, 0.37061784]",0,"[0.46670455, 0.013999506, 0.519296]",2
589,tt0063035,u.s. special forces troops green berets under the command of colonel mike kirby defend a firebase during the vietnam war. war correspondent george beckwith accompanies kirby and objects to both the war and the means by which it is executed. kirby's firebase is overrun and his troops fight bravely to retake it. kirby and a select group of his men are then ordered on a special mission to capture a high level viet cong officer.,"[0.71078414, 0.087915115, 0.20130076]",0,"[0.6703913, 0.1713799, 0.15822883]",0,"[0.6883267, 0.20035763, 0.1113156]",0,"[0.65786296, 0.26301005, 0.07912698]",0,"[0.5217452, 0.014622264, 0.46363255]",0,"[0.8349152, 0.0888937, 0.07619104]",0
590,tt0099731,"set in a fascistic future america, the handmaid's tale tells the story of kate, a handmaid. in this america, the religious right has taken over and gone hog wild. kate is a criminal, guilty of the crime of trying to escape from the us, and is sentenced to become a handmaid. the job of a handmaid is to bear the children of the man to whom she is assigned. after ruthless group training by aunt lydia in the proper way to behave, kate is assigned as handmaid to the commander. kate is attracted to nick, the commander's chauffeur. at the same time, a resistance movement begins to challenge the regime.","[0.6556899, 0.3168399, 0.027470227]",0,"[0.6623825, 0.31706104, 0.020556504]",0,"[0.6964195, 0.26489925, 0.0386813]",0,"[0.4247353, 0.5463702, 0.028894465]",1,"[0.87085307, 0.10706436, 0.022082584]",0,"[0.77655506, 0.18862313, 0.03482179]",0
591,tt0097482,"as a child, sarah witnesses her wealthy mother's suicide. later, as a young bride, she is haunted by her mother's voice and other strange manifestations. is it her imagination, someone playing tricks on her, or her dead mother's spirit?","[0.14338215, 0.8507729, 0.005844979]",1,"[0.08120748, 0.9121282, 0.006664359]",1,"[0.22806117, 0.76392394, 0.008014903]",1,"[0.06422774, 0.9211437, 0.014628555]",1,"[0.21865945, 0.77209556, 0.009245013]",1,"[0.21368173, 0.77981466, 0.0065036137]",1
592,tt0097508,"the story of the hijacking of the itallian liner achille lauro by four militants of the palestine liberation front, in 1985, who demanded the release of several palestinians incarcerated in israeli prisoners. on their hands, lies the fate of several passengers, many americans included and among them, jewish american businessman leon klinghoffer.","[0.46434173, 0.51462066, 0.02103755]",1,"[0.57683533, 0.40575442, 0.01741031]",0,"[0.6570296, 0.27812114, 0.06484927]",0,"[0.419655, 0.54322284, 0.037122194]",1,"[0.8140595, 0.16175593, 0.024184588]",0,"[0.7525976, 0.21989813, 0.02750431]",0
593,tt0099810,"soviets create a new nuclear submarine that runs silent due to a revolutionary propulsion system. russian sub captain defects, goal of taking it to the u.s.a. to prevent the russians from using the sub to wreak nuclear missile war against the u.s. lots of plot turns and twists in this high tech thriller.","[0.10644918, 0.79858327, 0.09496756]",1,"[0.10721571, 0.85049254, 0.04229177]",1,"[0.146076, 0.6486574, 0.20526665]",1,"[0.115893416, 0.7157321, 0.16837446]",1,"[0.7709237, 0.032357965, 0.19671834]",0,"[0.11014032, 0.69816166, 0.19169798]",1
594,tt0106185,"a young engineer is sent to post wwii berlin to help the americans in spying on the russians. in a time and place where discretion is still a man's best friend, he falls in love with a mysterious woman who will take him on the dark side of evil.","[0.20897973, 0.76411504, 0.026905239]",1,"[0.1677853, 0.8066111, 0.025603648]",1,"[0.23391908, 0.67997724, 0.08610367]",1,"[0.14801297, 0.81637, 0.035617065]",1,"[0.85853183, 0.037382733, 0.1040855]",0,"[0.28595075, 0.65407753, 0.059971746]",1
595,tt0070290,"two bawdy, tough looking navy lifers bad ass buddusky, and mule mulhall are commissioned to escort a young pilferer named meadows to the brig in portsmouth. meadows is not much of a thief. indeed, in his late teens, he is not much of a man at all. his great crime was to try to steal forty dollars from the admiral's wife's pet charity. for this, he's been sentenced to eight years behind bars. at first, buddusky and mulhall view the journey as a paid vacation, but their holiday spirits are quickly depressed by the prisoner, who looks prepared to break into tears at any moment. and he has the lowest self image imaginable. buddusky gets it into his head to give meadows a good time and teach him a bit about getting on in the world. lesson one: don't take every card life deals you. next, he teaches meadows to drink, and, as a coup de grace, finds a nice young whore to instruct him in lovemaking. mule, who worries aloud about his own position with military authority, seems pleased with meadows's progress. however, when the trio reach portsmouth, the game comes abruptly to an end as reality sets in.","[0.5687435, 0.08678872, 0.34446773]",0,"[0.35430694, 0.501668, 0.14402506]",1,"[0.45798668, 0.30537966, 0.23663367]",0,"[0.06057304, 0.24259709, 0.69682986]",2,"[0.74595153, 0.13956621, 0.1144823]",0,"[0.4467288, 0.20539719, 0.34787405]",0
596,tt3307766,"co cdr tom chandler and his crew find themselves in a whole new world when the ship's scientist passenger, dr. rachel scott, reveals that the entire planet is in their hands.","[0.51068354, 0.4523251, 0.03699141]",0,"[0.24247397, 0.74439764, 0.013128445]",1,"[0.57516444, 0.36355472, 0.061280888]",0,"[0.41022503, 0.52576447, 0.064010456]",1,"[0.83678883, 0.09523359, 0.06797761]",0,"[0.7049066, 0.25041056, 0.044682857]",0
597,tt0093428,"james bond 007's mission is to firstly, organise the defection of a top soviet general. when the general is re captured, bond heads off to find why an ally of general koskov was sent to murder him. bond's mission continues to take him to afghanistan, where he must confront an arms dealer known as brad whitaker. everything eventually reveals its self to bond.","[0.6409553, 0.3497789, 0.009265743]",0,"[0.6480759, 0.3423603, 0.009563884]",0,"[0.7336672, 0.24475586, 0.021576945]",0,"[0.52552325, 0.45879984, 0.015676863]",0,"[0.979274, 0.012408666, 0.008317385]",0,"[0.87415504, 0.11209396, 0.013750913]",0
598,tt0048312,"the life story of a salt of the earth irish immigrant, who becomes an army noncommissioned officer and spends his 50 year career at the united states military academy at west point. this includes his job related experiences as well as his family life and the relationships he develops with young cadets with whom he befriends. based on the life of a real person.","[0.20357998, 0.0294844, 0.76693565]",2,"[0.69449615, 0.22238396, 0.08311989]",0,"[0.40065935, 0.32684177, 0.2724989]",0,"[0.41024864, 0.33068758, 0.2590638]",0,"[0.7869638, 0.057064094, 0.155972]",0,"[0.44568282, 0.15985048, 0.39446667]",0
599,tt1709157,"lucas thomas's grandmother caroline returns every valentine's day to the station where, at their then first wedding anniversary, she waved off to the pacific war theatre in 1944 naval pilot neil, officially still missing in action. lucas, a former baseball star and reputable physiotherapist about to publish, tells the story to a station manager, who assigns the item to susan allison. she gets involved and befriends caroline, but resists her crush on lucas on account of an already soulless engagement with international reporter andrew hawthorne. caroline's mild cardiac crisis seems to ruin everything.","[0.0922676, 0.89169747, 0.016034963]",1,"[0.101195335, 0.8826313, 0.016173366]",1,"[0.122442156, 0.8407697, 0.036788154]",1,"[0.12836765, 0.8494804, 0.02215198]",1,"[0.6279606, 0.33202708, 0.040012334]",0,"[0.11720827, 0.8630923, 0.019699438]",1
600,tt0100258,"a remake of george romero's 1968 black and white classic that begins in a cemetery, as the recently dead return to life from an unknown cause and attack the living as their prey. one woman escapes the frightening zombies to take refuge with others in a farmhouse, as every cadaver for miles around hungers for their flesh. will they make it through the night...that the dead came back to life?","[0.37130454, 0.62008137, 0.008614044]",1,"[0.3632647, 0.62741536, 0.009319927]",1,"[0.5641909, 0.42192242, 0.013886747]",0,"[0.22479185, 0.738377, 0.036831193]",1,"[0.88301945, 0.1039215, 0.013059027]",0,"[0.63144916, 0.35735145, 0.011199392]",0
601,tt0098051,"johnny gallagher, a sergeant, is sent from germany with a prisoner. the prisoner escapes from the men's room at national airport and hackman begins his search for his man. enlisting the help of his ex wife and various old friends, he finds that the prisoner is part of a plot by senior military personnel on both sides to kill a very high ranking world figure in order to sabotage arms control talks.","[0.657936, 0.096187286, 0.24587673]",0,"[0.17455074, 0.81145346, 0.013995843]",1,"[0.23334815, 0.7415009, 0.025150895]",1,"[0.20787913, 0.76857203, 0.02354887]",1,"[0.9106244, 0.083930396, 0.0054452457]",0,"[0.22740646, 0.760177, 0.012416426]",1
602,tt0086197,"tom wolfe's book on the history of the u.s. space program reads like a novel, and the film has that same fictional quality. it covers the breaking of the sound barrier by chuck yeager to the mercury 7 astronauts, showing that no one had a clue how to run a space program or how to select people to be in it. thrilling, funny, charming and electrifying all at once.","[0.16654547, 0.68174374, 0.1517108]",1,"[0.12289746, 0.8199408, 0.057161774]",1,"[0.20873411, 0.6591257, 0.13214025]",1,"[0.12742822, 0.5684755, 0.30409628]",1,"[0.13841313, 0.2256393, 0.6359476]",2,"[0.17697178, 0.74695826, 0.07606997]",1
603,tt0117500,"stanley goodspeed, who lives in washington d.c., is a biochemist who works for the fbi. soon after his fiancée carla pestalozzi announces that she is pregnant, stanley gets a call from fbi director james womack. womack tells stanley that san francisco's alcatraz island has been taken hostage, along with 81 tourists, by marine general francis xavier hummel who, for years, has been protesting the government's refusal to pay benefits to families of war veterans who died during covert military operations. the death of his wife barbara hummel on march 9, 1995 drove general hummel over the edge, and now he's holding hostages in order to get his point across. stanley is needed because general hummel has stolen some vx gas warheads and has announced that he will launch them onto san francisco unless his demands are met. stanley knows how to disarm the bombs, but stanley needs someone who knows alcatraz well enough to get him inside. that man is former british intelligence agent john patrick mason, who has been in prison for the past 30 years without a trial because he was accused of stealing the private files of j. edgar hoover. in 1962, john became the only inmate ever to escape from alcatraz, and he stayed out of alcatraz long enough to father a daughter named jade angelou. despite his extreme hatred of the fbi, john agrees to help stanley. when john and stanley are sent into alcatraz with a navy seal team, general hummel's men kill the entire seal team, leaving stanley and john to work on their own to rescue the hostages.","[0.7880033, 0.1722484, 0.03974831]",0,"[0.7402722, 0.23063293, 0.029094862]",0,"[0.75436485, 0.21402416, 0.031610988]",0,"[0.90791404, 0.042498685, 0.04958723]",0,"[0.88319343, 0.08968386, 0.027122715]",0,"[0.7906338, 0.17367521, 0.035691056]",0
604,tt0102803,"straight from the pages of a pulp comic from a past era, the rocketeer recreates 1930's hollywood, complete with gangsters, nazi spies, and the growth of the age of aviation. young pilot cliff secord stumbles on a top secret rocket pack and with the help of his mechanic or mentor, peevy, he attempts to save his girl and stop the nazis as the rocketeer.","[0.38519266, 0.58043337, 0.03437403]",1,"[0.32314646, 0.6552624, 0.021591142]",1,"[0.6665325, 0.26443318, 0.06903438]",0,"[0.30487418, 0.6393461, 0.055779733]",1,"[0.8734305, 0.0754364, 0.051133152]",0,"[0.6631307, 0.28985047, 0.047018856]",0
605,tt0102926,"fbi trainee clarice starling works hard to advance her career, including trying to hide or put behind her west virginia roots, of which if some knew would automatically classify her as being backward or white trash. after graduation, she aspires to work in the agency's behavioral science unit under the leadership of jack crawford. while she is still a trainee, crawford does ask her to question dr. hannibal lecter, a psychiatrist imprisoned thus far for eight years in maximum security isolation for being a serial killer, he who cannibalized his victims. clarice is able to figure out the assignment is to pick lecter's brains to help them solve another serial murder case, that of someone coined by the media as buffalo bill who has so far killed five victims, all located in the eastern us, all young women who are slightly overweight especially around the hips, all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. she also figures that crawford chose her as a woman to be able to trigger some emotional response from lecter. after speaking to lecter for the first time, she realizes that everything with him will be a psychological game with her having often to read between the very cryptic lines he provides. she has to decide how much she will play along as his request in return for talking to him is to expose herself emotionally to him. the case takes more dire turns when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence if lecter is being forthright as to its meaning. a potential seventh victim is high profile catherine martin, the daughter of senator ruth martin, which places greater scrutiny on the case as they search for a hopefully still alive catherine. who may factor into what happens is dr. frederick chilton, the warden at the prison, he an opportunist who sees the higher profile with catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings.","[0.581511, 0.37864953, 0.039839476]",0,"[0.5444719, 0.41376576, 0.041762333]",0,"[0.6968877, 0.24742965, 0.055682704]",0,"[0.48994133, 0.46607894, 0.043979794]",0,"[0.73984665, 0.21661644, 0.04353687]",0,"[0.7720983, 0.16316094, 0.06474079]",0
606,tt0059742,"in 1930's austria, a young woman named maria is failing miserably in her attempts to become a nun. when the navy captain georg von trapp writes to the convent asking for a governess that can handle his seven mischievous children, maria is given the job. the captain's wife is dead, and he is often away, and runs the household as strictly as he does the ships he sails on. the children are unhappy and resentful of the governesses that their father keeps hiring, and have managed to run each of them off one by one. when maria arrives, she is initially met with the same hostility, but her kindness, understanding, and sense of fun soon draws them to her and brings some much needed joy into all their lives   including the captain's. eventually he and maria find themselves falling in love, even though georg is already engaged to a baroness and maria is still a postulant. the romance makes them both start questioning the decisions they have made. their personal conflicts soon become overshadowed, however, by world events. austria is about to come under the control of germany, and the captain may soon find himself drafted into the german navy and forced to fight against his own country.","[0.17199992, 0.8031353, 0.024864847]",1,"[0.32563207, 0.6398346, 0.0345334]",1,"[0.22388928, 0.7320918, 0.044018924]",1,"[0.27868512, 0.3527169, 0.36859798]",2,"[0.67305666, 0.2695529, 0.05739044]",0,"[0.23215728, 0.72931284, 0.03852996]",1
607,tt0037323,the lives of a close knit group of brothers growing up in iowa during the days of the great depression and of world war ii and their eventual deaths in action in the pacific theater are chronicled in this film based on a true story.,"[0.25057936, 0.6700639, 0.07935674]",1,"[0.21331172, 0.7386114, 0.048076928]",1,"[0.26024967, 0.53816134, 0.201589]",1,"[0.16310929, 0.80056167, 0.03632902]",1,"[0.6342718, 0.09285154, 0.27287665]",0,"[0.38134015, 0.42663723, 0.1920226]",1
608,tt0087354,"grace quigley is nearing the end of her life, living alone in her new york apartment. one day she witnesses a murder being committed by top hit man, seymour flint. she decides to blackmail him into killing her, however, she has one or two friends he has to get rid of first.","[0.36412722, 0.6215908, 0.014282074]",1,"[0.24823044, 0.74041885, 0.011350663]",1,"[0.4868693, 0.48663232, 0.02649837]",0,"[0.21362752, 0.73789054, 0.04848198]",1,"[0.6731353, 0.31622514, 0.010639546]",0,"[0.6181723, 0.35177398, 0.030053703]",0
609,tt0009737,"a wealthy young american, bred to class distinction and racial intolerance, enters the marines during the first world war. in the course of his training and his experiences in the trenches ...","[0.9123537, 0.017333867, 0.07031247]",0,"[0.90252393, 0.018809829, 0.07866621]",0,"[0.88135856, 0.087989956, 0.03065146]",0,"[0.9076813, 0.023216736, 0.06910202]",0,"[0.9439291, 0.003936655, 0.052134294]",0,"[0.93535095, 0.012663042, 0.05198601]",0
610,tt0113345,"max is a special kid, in that he can talk to animals. no one believes him, but after he and his furry friends uncover a plot to kill the president, everyone will need his help to keep their commander in chief at his post.","[0.32604927, 0.58452004, 0.08943073]",1,"[0.24904686, 0.7055624, 0.045390695]",1,"[0.35412216, 0.5288179, 0.117059946]",1,"[0.248355, 0.6539031, 0.097741894]",1,"[0.6579767, 0.2515862, 0.09043716]",0,"[0.48852837, 0.35316274, 0.15830894]",0
611,tt0427392,"while returning to earth, the space shuttle explodes and the fragments bring an alien virus that recodes the human dna. in washington, the psychiatrist carol bennell observes the modification of the behavior of one of her clients first, then in her former husband and finally in the population in general. together with her friend dr. ben driscoll the researcher dr. stephen galeano, they discover that the extraterrestrial epidemic affects human beings while sleeping and that her son ollie, who had chickenpox when he was a baby, is immune to the disease and may save mankind from the outbreak.","[0.18790478, 0.7951414, 0.016953813]",1,"[0.12725507, 0.8606336, 0.012111285]",1,"[0.22225988, 0.75883657, 0.01890355]",1,"[0.17715435, 0.7810244, 0.041821312]",1,"[0.38527507, 0.5787882, 0.035936765]",1,"[0.25105137, 0.7339872, 0.014961397]",1
612,tt0038160,"shortly after pearl harbor, a squadron of pt boat crews in the philipines must battle the navy brass between skirmishes with the japanese. the title says it all about the navy's attitude towards the pt boats and their crews.","[0.6577456, 0.20004594, 0.14220847]",0,"[0.56528825, 0.4017923, 0.032919463]",0,"[0.61423796, 0.19591497, 0.18984707]",0,"[0.42043257, 0.03468731, 0.54488015]",2,"[0.83871275, 0.027881272, 0.13340595]",0,"[0.58109015, 0.08860328, 0.33030662]",0
613,tt0120863,"u.s. army private witt awol is found and imprisoned on a troop carrier by his company first sergeant, welsh.the men of c company,1st battalion,27th infantry regiment,25th infantry division have been brought to guadalcanal as reinforcements in the campaign to secure henderson field and seize the island from the japanese. they arrive near hill 210, a key japanese position. their task is to capture the hill at all cost. what happens next is a story developing about redemption and the meaningless of war. regardless the outcome.","[0.5901675, 0.21688798, 0.1929445]",0,"[0.59006387, 0.15324244, 0.2566937]",0,"[0.5087457, 0.32251024, 0.16874409]",0,"[0.51058996, 0.35941193, 0.12999809]",0,"[0.048628327, 0.0037637234, 0.94760793]",2,"[0.6053237, 0.2959344, 0.09874193]",0
614,tt0058648,"dark tale of one man's determination to survive his tour of duty. separated from his new wife after only eight days of marriage, private doll suddenly decides that he will no longer blindly follow the orders of his superiors, following his own mind instead. what follows are a series of poorly planned attacks, in which doll saves the day, time after time; eventually leading to the taking of the elephant in the battle of guadalcanal during world war ii. sgt. welsh, doll's immediate line officer grows an affinity for doll, helping him through his first kill, but never quite allowing himself to admit his admiration for the young soldier. the final scene of the movie brings home the true horror of war and the meaninglessness of it all.","[0.06433748, 0.88585645, 0.049806003]",1,"[0.09707357, 0.84638643, 0.056539994]",1,"[0.08255483, 0.8700623, 0.047382914]",1,"[0.06173933, 0.8894362, 0.04882446]",1,"[0.023792762, 0.80189383, 0.1743134]",1,"[0.11505495, 0.7206742, 0.16427088]",1
615,tt0037366,"the amazingly detailed true story of the doolittle raid based on the personal account by doolittle raider ted lawson. stunned by pearl harbor and a string of defeats, america needed a victory badly. to that end, colonel jimmy doolittle, a former air racer and stunt pilot, devises a plan for a daring raid on the heart of japan itself. to do this, he must train army bomber pilots to do something no one ever dreamed possible launch 16 fully loaded bombers from an aircraft carrier! remarkable in its accuracy, this movie even uses film footage from the actual raid.","[0.6106649, 0.25161737, 0.13771775]",0,"[0.7105089, 0.23172386, 0.057767212]",0,"[0.41406912, 0.46792832, 0.118002586]",1,"[0.28351414, 0.6364688, 0.08001706]",1,"[0.53219235, 0.21481667, 0.25299096]",0,"[0.4069166, 0.4923381, 0.10074536]",1
616,tt0199082,"when a family of three who are in a plane flying over the mountains crashes. the parents are killed but their 8 year old son is still alive. later it's mentioned on the news that it's the boy's birthday and that he was adopted. that's when three women who all gave birth to a boy on the same day and gave their baby up for adoption, wonder if the baby is their's so they all go to where the crash occurred and wait to see if the boy is found. they all get together all learn that the adoption was handled by the same lawyer. so they contact her asking her whose child is the boy.","[0.7604164, 0.23059039, 0.008993255]",0,"[0.5616697, 0.4247695, 0.013560828]",0,"[0.82800305, 0.1493671, 0.022629868]",0,"[0.4051146, 0.559785, 0.03510039]",1,"[0.75295687, 0.23603894, 0.0110041015]",0,"[0.8785742, 0.109654166, 0.011771599]",0
617,tt0114663,"when jane holman is driving with her two sons, tom and gunny, she accidentally runs into a drifter, named jack mccloud, who breaks his leg. feeling sorry for him, jane invites jack and his dog betty jane to stay at her home until his leg has healed. after having some difficulties to adapt to this new lifestyle, jack soon finds himself loved by the family and they all want him to stay. when he starts teaching baseball to tom, who misses his father who's missing in the korean war, the two of them develop a strong bond. meanwhile gunny believes that there's more to jack and betty jane than meets the eye, and he's determined to find out!","[0.36302215, 0.5882867, 0.048691228]",1,"[0.20728362, 0.76169366, 0.031022629]",1,"[0.41298375, 0.5039818, 0.08303439]",1,"[0.2357316, 0.6075021, 0.15676627]",1,"[0.9533146, 0.010007481, 0.0366779]",0,"[0.48157373, 0.454813, 0.06361331]",0
